prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,grid_size
538,o4-mini,right,right,1,low,2.83,5
539,o4-mini,right,right,1,low,2.46,5
540,o4-mini,right,right,1,low,3.07,5
541,o4-mini,right,right,1,low,3.97,5
542,o4-mini,right,right,1,low,3.28,5
543,o4-mini,right,right,1,low,3.50,5
544,o4-mini,right,left,0,low,5.34,5
545,o4-mini,right,right,1,low,2.42,5
546,o4-mini,right,right,1,low,6.36,5
547,o4-mini,right,right,1,low,2.87,5
548,o4-mini,right,right,1,low,3.30,5
549,o4-mini,right,right,1,low,2.75,5
550,o4-mini,right,right,1,low,3.16,5
551,o4-mini,in-front-right,in-front-right,1,low,5.02,5
552,o4-mini,in-front-right,in-front-right,1,low,5.43,5
553,o4-mini,in-front-right,in-front-right,1,low,5.95,5
554,o4-mini,in-front-right,in-front-right,1,low,4.29,5
555,o4-mini,in-front-right,in-front-right,1,low,3.90,5
556,o4-mini,in-front-right,in-front-right,1,low,6.34,5
557,o4-mini,in-front-right,in-front-right,1,low,4.69,5
558,o4-mini,in-front-right,in-front-right,1,low,3.81,5
559,o4-mini,in-front-right,in-front-right,1,low,4.69,5
560,o4-mini,in-front-right,in-front-right,1,low,3.15,5
561,o4-mini,in-front-right,in-front-right,1,low,3.36,5
562,o4-mini,in-front-right,in-front-right,1,low,4.97,5
563,o4-mini,in-front-right,in-front-right,1,low,6.15,5
564,o4-mini,in-front-right,in-front-right,1,low,6.45,5
565,o4-mini,in-front-right,in-front-right,1,low,3.82,5
566,o4-mini,in-front-right,in-front-right,1,low,6.11,5
567,o4-mini,in-front-right,in-front-right,1,low,3.26,5
568,o4-mini,in-front-right,in-front-right,1,low,4.22,5
569,o4-mini,in-front-right,in-front-right,1,low,3.40,5
570,o4-mini,in-front-right,in-front-right,1,low,2.62,5
571,o4-mini,in-front-right,in-front-right,1,low,5.24,5
572,o4-mini,in-front-right,in-front-right,1,low,4.62,5
573,o4-mini,in-front-right,in-front-right,1,low,3.74,5
574,o4-mini,in-front-right,in-front-right,1,low,7.00,5
575,o4-mini,in-front-right,in-front-right,1,low,7.47,5
576,o4-mini,in-front-right,in-front-right,1,low,5.28,5
577,o4-mini,in-front-right,in-front-right,1,low,2.88,5
578,o4-mini,in-front-right,in-front-right,1,low,5.69,5
579,o4-mini,in-front-right,in-front-right,1,low,6.20,5
580,o4-mini,in-front-right,in-front-right,1,low,3.09,5
581,o4-mini,in-front-right,in-front-right,1,low,4.23,5
582,o4-mini,in-front-right,in-front-right,1,low,5.09,5
583,o4-mini,in-front-right,in-front-right,1,low,3.81,5
584,o4-mini,in-front-right,in-front-right,1,low,5.08,5
585,o4-mini,in-front-right,in-front-right,1,low,3.91,5
586,o4-mini,in-front-right,in-front-right,1,low,5.99,5
587,o4-mini,in-front-right,in-front-right,1,low,7.63,5
588,o4-mini,in-front-right,in-front-right,1,low,4.30,5
589,o4-mini,in-front-right,in-front-right,1,low,3.23,5
590,o4-mini,in-front-right,in-front-right,1,low,5.47,5
591,o4-mini,in-front-right,in-front-right,1,low,8.63,5
592,o4-mini,in-front-right,in-front-right,1,low,5.15,5
593,o4-mini,in-front-right,in-front-right,1,low,4.48,5
594,o4-mini,in-front-right,in-front-right,1,low,4.71,5
595,o4-mini,in-front-right,in-front-right,1,low,3.55,5
596,o4-mini,in-front-right,in-front-right,1,low,4.02,5
597,o4-mini,in-front-right,in-front-right,1,low,4.72,5
598,o4-mini,in-front-right,in-front-right,1,low,5.74,5
599,o4-mini,in-front-right,in-front-right,1,low,4.51,5
600,o4-mini,in-front-right,in-front-right,1,low,3.23,5
601,o4-mini,left,left,1,low,5.62,5
602,o4-mini,left,left,1,low,3.60,5
603,o4-mini,left,left,1,low,2.55,5
604,o4-mini,left,left,1,low,4.34,5
605,o4-mini,left,left,1,low,3.40,5
606,o4-mini,left,left,1,low,5.65,5
607,o4-mini,left,left,1,low,3.41,5
608,o4-mini,left,left,1,low,4.58,5
609,o4-mini,left,left,1,low,10.21,5
610,o4-mini,left,left,1,low,2.95,5
611,o4-mini,left,left,1,low,3.80,5
612,o4-mini,left,left,1,low,4.08,5
613,o4-mini,left,left,1,low,4.43,5
614,o4-mini,left,left,1,low,5.28,5
615,o4-mini,left,left,1,low,3.79,5
616,o4-mini,left,left,1,low,3.87,5
617,o4-mini,left,left,1,low,5.06,5
618,o4-mini,left,left,1,low,5.50,5
619,o4-mini,left,left,1,low,4.82,5
620,o4-mini,left,left,1,low,3.78,5
621,o4-mini,left,left,1,low,2.11,5
622,o4-mini,left,left,1,low,4.03,5
623,o4-mini,left,left,1,low,4.29,5
624,o4-mini,left,left,1,low,3.07,5
625,o4-mini,left,left,1,low,3.13,5
626,o4-mini,left,left,1,low,2.55,5
627,o4-mini,left,left,1,low,4.58,5
628,o4-mini,left,left,1,low,6.35,5
629,o4-mini,left,left,1,low,3.44,5
630,o4-mini,left,left,1,low,4.64,5
631,o4-mini,left,left,1,low,5.53,5
632,o4-mini,left,left,1,low,6.25,5
633,o4-mini,left,left,1,low,4.94,5
634,o4-mini,left,left,1,low,4.07,5
635,o4-mini,left,left,1,low,2.98,5
636,o4-mini,left,left,1,low,3.17,5
637,o4-mini,left,left,1,low,2.78,5
638,o4-mini,left,left,1,low,3.28,5
639,o4-mini,left,left,1,low,3.93,5
640,o4-mini,left,left,1,low,4.21,5
641,o4-mini,left,left,1,low,2.51,5
642,o4-mini,left,left,1,low,1.66,5
643,o4-mini,left,left,1,low,3.85,5
644,o4-mini,left,left,1,low,2.52,5
645,o4-mini,left,left,1,low,4.44,5
646,o4-mini,left,left,1,low,3.38,5
647,o4-mini,left,left,1,low,2.25,5
648,o4-mini,left,left,1,low,6.14,5
649,o4-mini,left,left,1,low,3.20,5
650,o4-mini,left,left,1,low,4.48,5
651,o4-mini,behind-left,behind,0,low,5.84,5
652,o4-mini,behind-left,behind,0,low,7.88,5
653,o4-mini,behind-left,behind,0,low,5.95,5
654,o4-mini,behind-left,behind,0,low,3.78,5
655,o4-mini,behind-left,behind,0,low,4.20,5
656,o4-mini,behind-left,behind,0,low,4.32,5
657,o4-mini,behind-left,behind,0,low,3.96,5
658,o4-mini,behind-left,behind,0,low,3.49,5
659,o4-mini,behind-left,behind,0,low,4.30,5
660,o4-mini,behind-left,behind,0,low,4.89,5
661,o4-mini,behind-left,behind,0,low,4.12,5
662,o4-mini,behind-left,behind,0,low,4.29,5
663,o4-mini,behind-left,behind,0,low,5.30,5
664,o4-mini,behind-left,behind,0,low,5.57,5
665,o4-mini,behind-left,behind,0,low,4.18,5
666,o4-mini,behind-left,behind,0,low,4.13,5
667,o4-mini,behind-left,behind,0,low,5.24,5
668,o4-mini,behind-left,behind,0,low,6.11,5
669,o4-mini,behind-left,behind,0,low,4.20,5
670,o4-mini,behind-left,behind,0,low,3.69,5
671,o4-mini,behind-left,behind,0,low,3.69,5
672,o4-mini,behind-left,behind,0,low,3.39,5
673,o4-mini,behind-left,behind,0,low,3.67,5
674,o4-mini,behind-left,behind,0,low,5.36,5
675,o4-mini,behind-left,behind,0,low,4.16,5
676,o4-mini,behind-left,behind,0,low,4.39,5
677,o4-mini,behind-left,behind,0,low,4.83,5
678,o4-mini,behind-left,behind,0,low,4.61,5
679,o4-mini,behind-left,behind,0,low,5.16,5
680,o4-mini,behind-left,behind,0,low,5.39,5
681,o4-mini,behind-left,behind,0,low,4.30,5
682,o4-mini,behind-left,behind,0,low,5.39,5
683,o4-mini,behind-left,behind,0,low,4.63,5
684,o4-mini,behind-left,behind,0,low,4.72,5
685,o4-mini,behind-left,behind,0,low,8.23,5
686,o4-mini,behind-left,behind,0,low,3.86,5
687,o4-mini,behind-left,behind,0,low,5.54,5
688,o4-mini,behind-left,behind,0,low,6.57,5
689,o4-mini,behind-left,behind,0,low,6.17,5
690,o4-mini,behind-left,behind,0,low,4.48,5
691,o4-mini,behind-left,behind,0,low,5.81,5
692,o4-mini,behind-left,behind,0,low,6.55,5
693,o4-mini,behind-left,behind,0,low,4.40,5
694,o4-mini,behind-left,behind,0,low,7.78,5
695,o4-mini,behind-left,behind,0,low,6.66,5
696,o4-mini,behind-left,behind,0,low,7.75,5
697,o4-mini,behind-left,behind,0,low,10.06,5
698,o4-mini,behind-left,behind,0,low,4.11,5
699,o4-mini,behind-left,behind,0,low,3.80,5
700,o4-mini,behind-left,behind,0,low,4.91,5
701,o4-mini,in-front,in-front,1,low,4.12,5
702,o4-mini,in-front,in-front,1,low,3.34,5
703,o4-mini,in-front,in-front,1,low,3.50,5
704,o4-mini,in-front,in-front,1,low,4.23,5
705,o4-mini,in-front,in-front,1,low,3.87,5
706,o4-mini,in-front,in-front,1,low,4.80,5
707,o4-mini,in-front,in-front,1,low,7.27,5
708,o4-mini,in-front,in-front,1,low,3.76,5
709,o4-mini,in-front,in-front,1,low,3.25,5
710,o4-mini,in-front,in-front,1,low,1.55,5
711,o4-mini,in-front,in-front,1,low,2.82,5
712,o4-mini,in-front,in-front,1,low,2.80,5
713,o4-mini,in-front,in-front,1,low,4.06,5
714,o4-mini,in-front,in-front,1,low,3.38,5
715,o4-mini,in-front,in-front,1,low,3.38,5
716,o4-mini,in-front,in-front,1,low,3.80,5
717,o4-mini,in-front,in-front,1,low,4.16,5
718,o4-mini,in-front,in-front,1,low,4.33,5
719,o4-mini,in-front,in-front,1,low,2.71,5
720,o4-mini,in-front,in-front,1,low,4.65,5
721,o4-mini,in-front,in-front,1,low,3.61,5
722,o4-mini,in-front,in-front,1,low,3.07,5
723,o4-mini,in-front,in-front,1,low,2.90,5
724,o4-mini,in-front,in-front,1,low,2.27,5
725,o4-mini,in-front,in-front,1,low,3.33,5
726,o4-mini,in-front,in-front,1,low,2.56,5
727,o4-mini,in-front,in-front,1,low,4.20,5
728,o4-mini,in-front,in-front,1,low,4.78,5
729,o4-mini,in-front,in-front,1,low,3.87,5
730,o4-mini,in-front,in-front,1,low,3.46,5
731,o4-mini,in-front,in-front,1,low,4.79,5
732,o4-mini,in-front,in-front,1,low,3.42,5
733,o4-mini,in-front,in-front,1,low,4.02,5
734,o4-mini,in-front,in-front,1,low,3.26,5
735,o4-mini,in-front,in-front,1,low,4.04,5
736,o4-mini,in-front,in-front,1,low,3.48,5
737,o4-mini,in-front,in-front,1,low,4.30,5
738,o4-mini,in-front,in-front,1,low,4.13,5
739,o4-mini,in-front,in-front,1,low,4.68,5
740,o4-mini,in-front,in-front,1,low,2.55,5
741,o4-mini,in-front,in-front,1,low,3.89,5
742,o4-mini,in-front,in-front,1,low,2.66,5
743,o4-mini,in-front,in-front,1,low,4.10,5
744,o4-mini,in-front,in-front,1,low,5.07,5
745,o4-mini,in-front,in-front,1,low,4.25,5
746,o4-mini,in-front,in-front,1,low,4.40,5
747,o4-mini,in-front,in-front,1,low,4.20,5
748,o4-mini,in-front,in-front,1,low,3.07,5
749,o4-mini,in-front,in-front,1,low,7.77,5
750,o4-mini,in-front,in-front,1,low,3.63,5
751,o4-mini,behind,behind,1,low,4.26,5
752,o4-mini,behind,behind,1,low,2.20,5
753,o4-mini,behind,behind,1,low,5.88,5
754,o4-mini,behind,behind,1,low,3.49,5
755,o4-mini,behind,behind,1,low,3.26,5
756,o4-mini,behind,behind,1,low,2.35,5
757,o4-mini,behind,behind,1,low,4.39,5
758,o4-mini,behind,behind,1,low,4.75,5
759,o4-mini,behind,behind,1,low,3.80,5
760,o4-mini,behind,behind,1,low,2.84,5
761,o4-mini,behind,behind,1,low,3.59,5
762,o4-mini,behind,behind,1,low,8.21,5
763,o4-mini,behind,behind,1,low,5.12,5
764,o4-mini,behind,behind,1,low,3.68,5
765,o4-mini,behind,behind,1,low,3.30,5
766,o4-mini,behind,behind,1,low,3.30,5
767,o4-mini,behind,behind,1,low,3.32,5
768,o4-mini,behind,behind,1,low,2.83,5
769,o4-mini,behind,behind,1,low,4.97,5
770,o4-mini,behind,behind,1,low,3.28,5
771,o4-mini,behind,behind,1,low,4.34,5
772,o4-mini,behind,behind,1,low,2.73,5
773,o4-mini,behind,behind,1,low,3.67,5
774,o4-mini,behind,behind,1,low,4.30,5
775,o4-mini,behind,behind,1,low,4.51,5
776,o4-mini,behind,behind,1,low,2.91,5
777,o4-mini,behind,behind,1,low,3.13,5
778,o4-mini,behind,behind,1,low,3.48,5
779,o4-mini,behind,behind,1,low,2.53,5
780,o4-mini,behind,behind,1,low,3.49,5
781,o4-mini,behind,behind,1,low,2.88,5
782,o4-mini,behind,behind,1,low,3.08,5
783,o4-mini,behind,behind,1,low,3.43,5
784,o4-mini,behind,behind,1,low,4.29,5
785,o4-mini,behind,behind,1,low,2.63,5
786,o4-mini,behind,behind,1,low,5.79,5
787,o4-mini,behind,behind,1,low,5.55,5
788,o4-mini,behind,behind,1,low,3.60,5
789,o4-mini,behind,behind,1,low,5.77,5
790,o4-mini,behind,behind,1,low,4.23,5
791,o4-mini,behind,behind,1,low,3.17,5
792,o4-mini,behind,behind,1,low,2.60,5
793,o4-mini,behind,behind,1,low,5.59,5
794,o4-mini,behind,behind,1,low,2.05,5
795,o4-mini,behind,behind,1,low,2.29,5
796,o4-mini,behind,behind,1,low,6.77,5
797,o4-mini,behind,behind,1,low,3.06,5
798,o4-mini,behind,behind,1,low,3.23,5
799,o4-mini,behind,behind,1,low,2.68,5
800,o4-mini,behind,behind,1,low,2.54,5
